anchor,positive,negative,negative_similarity,source_stt,negative_stt
Ủy viên Hội đồng thẩm định nhận được thù lao bao nhiêu?,Mỗi Ủy viên được nhận 300.000 đồng/người.,"Thù lao được tính riêng biệt cho từng loại câu hỏi, áp dụng mức thù lao cụ thể cho câu hỏi trắc nghiệm và câu hỏi tự luận, tùy theo số lượng câu hỏi mỗi loại.",0.5233828,QD_833,QD_1153
Phản biện trong Hội đồng được trả bao nhiêu tiền?,Mỗi phản biện được nhận 3.000.000 đồng cho 1.000 câu hỏi trắc nghiệm được thẩm định.,Thư ký Hội đồng căn cứ vào tình hình thực tế để sắp xếp thành phần Hội đồng đánh giá cụ thể theo từng tuần.,0.47626278,QD_833,KH_749
Thư ký Hội đồng thẩm định được nhận mức thù lao thế nào?,Thư ký Hội đồng được nhận 300.000 đồng/người.,"Về nguyên tắc, họ không đủ điều kiện nhận thù lao theo quyết định. Tuy nhiên, có thể được ký hợp đồng ngắn hạn riêng và hưởng thù lao theo quy định khác.",0.54000115,QD_833,QD_101
Những đơn vị nào chịu trách nhiệm thực hiện Quyết định thành lập Hội đồng thẩm định đề thi?,"Các đơn vị chịu trách nhiệm gồm: Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Đảm bảo chất lượng và Khảo thí, Phòng Quản lý khoa học và Quan hệ đối ngoại, Viện Đào tạo và Nghiên cứu Dược học, và các thành viên Hội đồng.","Phối hợp các đơn vị liên quan kiểm tra, xử lý hồ sơ, báo cáo và tham mưu Ban Giám hiệu ban hành quyết định.",0.6741694,QD_833,TB_798
Quyết định số 833 thể hiện điều gì trong công tác quản lý thi cử?,Quyết định số 833 thể hiện quy trình quản lý thi cử nghiêm ngặt và cam kết chất lượng của Trường Đại học Bình Dương trong công tác tổ chức tuyển sinh và thi đánh giá năng lực.,"Trung tâm hoạt động tuân thủ quy định pháp luật, đề cao tự chủ, tạo điều kiện phát huy năng lực, tranh thủ hỗ trợ tài chính và chịu trách nhiệm toàn diện dưới sự quản lý của Giám đốc.",0.56119233,QD_833,QD_1370
Tại sao lại có sự tham gia của giáo viên trường phổ thông trong Hội đồng thẩm định?,"Việc mời giáo viên từ trường trung học phổ thông giúp đảm bảo nội dung đề thi phù hợp với chương trình học phổ thông và tăng tính khách quan, kết nối giữa các cấp học.","Có. Giảng viên có học vị, học hàm và kinh nghiệm phù hợp có thể được mời tham gia hội đồng thẩm định, chấm thi, nghiệm thu đề tài, chấm luận văn,...",0.62418854,QD_833,BDU_284
Quyết định số 1027/QD-ĐHBD ngày 05 tháng 5 năm 2025 về vấn đề gì?,"Quyết định số 1027/QD-ĐHBD ngày 05 tháng 5 năm 2025 về việc bổ sung sinh viên vào Đề tài Nghiên cứu khoa học cấp Trường tại Khoản 3, Điều 1, Quyết định số 504/QD-ĐHBD ngày 13 tháng 3 năm 2025.",Quyết định số 895/QĐ-ĐHBD ban hành ngày 07 tháng 05 năm 2024.,0.7000195,QD_1027,QD_812
Có bao nhiêu sinh viên được bổ sung tham gia đề tài nghiên cứu khoa học cấp Trường theo Quyết định 1027/QD-ĐHBD?,Có 2 sinh viên được bổ sung tham gia đề tài nghiên cứu khoa học cấp Trường theo Quyết định 1027/QD-ĐHBD.,"Đề tài nghiên cứu khoa học mà các sinh viên được bổ sung tham gia là Đề tài Nghiên cứu khoa học cấp Trường tại Khoản 3, Điều 1, Quyết định số 504/QD-ĐHBD ngày 13 tháng 3 năm 2025.",0.7795926,QD_1027,QD_1027
Tên và mã số sinh viên của các sinh viên được bổ sung tham gia đề tài nghiên cứu khoa học cấp Trường là gì?,Các sinh viên được bổ sung tham gia đề tài bao gồm: Sinh viên Lê Quang Nhân (MSSV: 21050008) và Sinh viên Lê Đức Tài (MSSV: 22050090).,"Đề tài nghiên cứu khoa học mà các sinh viên được bổ sung tham gia là Đề tài Nghiên cứu khoa học cấp Trường tại Khoản 3, Điều 1, Quyết định số 504/QD-ĐHBD ngày 13 tháng 3 năm 2025.",0.75942105,QD_1027,QD_1027
Tên đề tài nghiên cứu khoa học mà các sinh viên được bổ sung tham gia là gì?,"Đề tài nghiên cứu khoa học mà các sinh viên được bổ sung tham gia là Đề tài Nghiên cứu khoa học cấp Trường tại Khoản 3, Điều 1, Quyết định số 504/QD-ĐHBD ngày 13 tháng 3 năm 2025.",Có. Tất cả các tác giả và người hướng dẫn của các công trình nghiên cứu khoa học tham gia vòng sơ tuyển sẽ được cấp Giấy chứng nhận tham dự của Trường Đại học Bình Dương về hoạt động nghiên cứu khoa học trong sinh viên.,0.7224324,QD_1027,TB_886
Quyết định số 1027/QD-ĐHBD có hiệu lực từ khi nào?,Quyết định số 1027/QD-ĐHBD có hiệu lực kể từ ngày ký.,Quyết định số 1104/QD-ĐHBD có hiệu lực kể từ ngày ký.,0.785808,QD_1027,QD_1104
Các nội dung khác của Quyết định số 504/QD-ĐHBD có thay đổi không?,Các nội dung khác của Quyết định số 504/QD-ĐHBD ngày 13 tháng 3 năm 2025 vẫn giữ nguyên hiệu lực.,"Quyết định số 1351/QĐ-ĐHBD dựa trên các căn cứ pháp lý gồm các Quyết định số 791/TTg, 1420/QĐ-TTg, 03/QĐ-ĐHBD-HĐT, 05/NQ-ĐHBD-HĐT, 1591/QĐ-ĐHBD, 53/QĐ-ĐHBD, 1009/QĐ-ĐHBD và Tờ trình số 94/TTr-P.QLKH&QHDN.",0.632333,QD_1027,QD_1351
Những đơn vị và cá nhân nào chịu trách nhiệm thi hành Quyết định 1027/QD-ĐHBD?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán; Phòng Quản lý khoa học và Quan hệ đối ngoại, Khoa Công nghệ kỹ thuật Ô tô, các thành viên có tên tại Điều 1 và các đơn vị, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này.",Quyết định số 1027/QD-ĐHBD có hiệu lực kể từ ngày ký.,0.6736466,QD_1027,QD_1027
Quyết định số 1104/QD-ĐHBD quy định về vấn đề gì?,Quyết định số 1104/QD-ĐHBD quy định về việc ưu đãi học phí cho các đối tượng đăng ký học tại Trường Đại học Bình Dương.,Quyết định số 1104/QD-ĐHBD có hiệu lực kể từ ngày ký.,0.67958933,QD_1104,QD_1104
Đối tượng nào được ưu đãi miễn giảm học phí theo Quyết định 1104/QD-ĐHBD?,Sinh viên ưu đãi học phí đối với 01 viên đăng ký học tại Trường Đại học Bình Dương thuộc các đối tượng được miễn giảm học phí nếu tại Quyết định số 935/QD-ĐHBD ngày 12/9/2022 theo danh sách đính kèm.,Các đối tượng được hưởng ưu đãi học phí là những sinh viên đăng ký học tại Trường Đại học Bình Dương thuộc các đối tượng được miễn giảm học phí nếu tại Quyết định số 935/QĐ-ĐHBD ngày 12/9/2022 theo danh sách đính kèm.,0.73813105,QD_1104,QD_704
Sinh viên nào được miễn giảm học phí theo Quyết định 1104/QD-ĐHBD?,"Sinh viên Phan Thị Hoa, MSSV 23110021, Lớp 26DC01 được miễn giảm học phí.",Các đối tượng được hưởng ưu đãi học phí là những sinh viên đăng ký học tại Trường Đại học Bình Dương thuộc các đối tượng được miễn giảm học phí nếu tại Quyết định số 935/QĐ-ĐHBD ngày 12/9/2022 theo danh sách đính kèm.,0.7283884,QD_1104,QD_1107
Mức miễn giảm học phí cho sinh viên Phan Thị Hoa là bao nhiêu?,Sinh viên Phan Thị Hoa được giảm 15% học phí học kỳ 3 năm học 2024-2025.,"Có chính sách ưu đãi học bổng kiến thức, giảm học phí 30% cho một số môn.",0.6130781,QD_1104,TB_617
Ưu đãi học phí không áp dụng trong những trường hợp nào liên quan đến môn học?,Ưu đãi học phí không áp dụng đối với những môn học theo khung thời gian thiết kế chuẩn của khóa học hoặc theo kế hoạch đào tạo do Nhà trường tổ chức.,"Ưu đãi học phí không áp dụng đối với các khoản lệ phí phát sinh khác trong quá trình học tập như: lệ phí nhập học, lệ phí tốt nghiệp.",0.7342401,QD_1104,QD_1104
Ưu đãi học phí không áp dụng cho học viên bị kỷ luật hay chuyển ngành không?,"Ưu đãi học phí không áp dụng đối với trường hợp học viên bị kỷ luật ngừng học hoặc buộc thôi học, học lại, học cải thiện hoặc chuyển ngành, chuyển hình thức đào tạo.","Học phí ưu đãi không áp dụng đối với trường hợp học viên bị kỷ luật ngừng học hoặc buộc thôi học, học lại, học cải thiện hoặc chuyển ngành, chuyển hình thức đào tạo.",0.80272937,QD_1104,QD_704
Các khoản lệ phí nào không được áp dụng ưu đãi học phí?,"Ưu đãi học phí không áp dụng đối với các khoản lệ phí phát sinh khác trong quá trình học tập như: lệ phí nhập học, lệ phí tốt nghiệp.","Học phí ưu đãi không áp dụng đối với các khoản lệ phí phát sinh khác trong quá trình học tập như: lệ phí nhập học, lệ phí tốt nghiệp.",0.754424,QD_1104,QD_1279
Chính sách ưu đãi học phí có được truy lĩnh cho thời gian đã học không?,Không giải quyết truy lĩnh chính sách ưu đãi đối với thời gian đã học từ trước thời điểm viên nộp đủ hồ sơ theo quy định.,Học phí ưu đãi không giải quyết truy lĩnh đối với thời gian đã học trước thời điểm nộp đủ hồ sơ theo quy định.,0.80905545,QD_1104,QD_1279
Nếu sinh viên vi phạm nghĩa vụ học phí có bị mất ưu đãi không?,Nếu sinh viên vi phạm quy định về hoàn thành nghĩa vụ học phí hoặc nộp thiếu thì không giải quyết ưu đãi. Trường hợp vi phạm quá 02 (hai) lần/khóa học sẽ bị xem xét chấm dứt ưu đãi học phí.,"Nếu không giải quyết truy lĩnh chính sách ưu đãi đối với thời gian đã học từ trước thời điểm nộp đủ hồ sơ theo quy định, sinh viên sẽ không được hưởng ưu đãi.",0.7372519,QD_1104,QD_704
Quyết định số 1104/QD-ĐHBD có hiệu lực từ khi nào?,Quyết định số 1104/QD-ĐHBD có hiệu lực kể từ ngày ký.,Quyết định số 1027/QD-ĐHBD có hiệu lực kể từ ngày ký.,0.7258491,QD_1104,QD_1027
Những phòng ban nào chịu trách nhiệm thi hành Quyết định 1104/QD-ĐHBD?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, học viên có tên nêu tại Điều 1 và các đơn vị, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này.",Quyết định số 1104/QD-ĐHBD có hiệu lực kể từ ngày ký.,0.64108896,QD_1104,QD_1104
Quyết định số 1113/QD-ĐHBD ngày 08 tháng 5 năm 2025 về vấn đề gì?,Quyết định số 1113/QD-ĐHBD ngày 08 tháng 5 năm 2025 về việc sáp nhập Khoa Khoa học giáo dục và Khoa Sư phạm thành Khoa Sư phạm - Quản lý giáo dục tại Trường Đại học Bình Dương.,Quyết định số 1115/QĐ-ĐHBD được ban hành vào ngày 08 tháng 5 năm 2025.,0.6651222,QD_1113,QD_1115
Tên gọi mới của khoa sau khi sáp nhập là gì?,"Sau khi sáp nhập, Khoa Khoa học giáo dục và Khoa Sư phạm sẽ thành Khoa Sư phạm - Quản lý giáo dục.",Ban Quản lý Dự án chuyển đổi số được thành lập theo Điều 1 của Quyết định số 931/QĐ-ĐHBD.,0.5281686,QD_1113,QD_931
Tên tiếng Anh và viết tắt của khoa mới là gì?,"Tên tiếng Anh là Faculty of Education and Educational Management, viết tắt là FEEM.","Trường Đại học Bình Dương cho phép thí sinh viết tắt tên ngành học nếu tên quá dài, theo hướng dẫn của Phòng Tuyển sinh.",0.60113204,QD_1113,TB_612
Khoa Sư phạm - Quản lý giáo dục có những trách nhiệm gì?,"Khoa Sư phạm - Quản lý giáo dục có trách nhiệm tổ chức, điều phối và phân công công việc cụ thể theo quy định hiện hành và phù hợp với Quy chế tổ chức và hoạt động của Trường Đại học Bình Dương.","Sau khi sáp nhập, Khoa Khoa học giáo dục và Khoa Sư phạm sẽ thành Khoa Sư phạm - Quản lý giáo dục.",0.69219124,QD_1113,QD_1113
Quyết định sáp nhập có hiệu lực từ khi nào?,Quyết định sáp nhập có hiệu lực kể từ ngày ký.,Quyết định có hiệu lực kể từ ngày ký.,0.5740203,QD_1113,QD_2287
Các văn bản trước đây có nội dung trái với Quyết định sáp nhập này có còn hiệu lực không?,Những văn bản trước đây có nội dung trái với Quyết định này đều hết hiệu lực thi hành.,Có. Quyết định này thay thế mọi văn bản trước đó có nội dung trái với quyết định mới kể từ ngày ký.,0.7067884,QD_1113,QD_1535
Các phòng ban nào chịu trách nhiệm trong quá trình sáp nhập khoa?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Bảo đảm chất lượng và Khảo thí, Phòng Quản lý đào tạo và Công tác sinh viên, Khoa Khoa học giáo dục, Khoa Sư phạm và các đơn vị, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này.","Phòng Đảm bảo chất lượng và Khảo thí là đơn vị chủ trì, phối hợp với các đơn vị để triển khai kế hoạch và thực hiện các nội dung liên quan.",0.66174865,QD_1113,KH_821
Quyết định số 1117/QD-ĐHBD ngày 08 tháng 5 năm 2025 về vấn đề gì?,"Quyết định số 1117/QD-ĐHBD ngày 08 tháng 5 năm 2025 về việc khen thưởng sinh viên hệ đại học dành cho người đã có bằng tốt nghiệp đại học, tốt nghiệp đợt 1 năm 2025.",Quyết định số 1115/QĐ-ĐHBD được ban hành vào ngày 08 tháng 5 năm 2025.,0.6552718,QD_1117,QD_1115
Có bao nhiêu sinh viên được khen thưởng theo Quyết định 1117/QD-ĐHBD?,Có 11 sinh viên được khen thưởng theo Quyết định 1117/QD-ĐHBD.,"Quyết định số 1117/QD-ĐHBD ngày 08 tháng 5 năm 2025 về việc khen thưởng sinh viên hệ đại học dành cho người đã có bằng tốt nghiệp đại học, tốt nghiệp đợt 1 năm 2025.",0.58822954,QD_1117,QD_1117
Tên của một số sinh viên được khen thưởng là gì?,"Một số sinh viên được khen thưởng bao gồm Hồ Thu Cẩm, Lê Lắm, Nguyệt, Kiều, Trấn, Tuấn, Tuyến, Long, Lý, Thị, Cường.","Mẫu đơn yêu cầu cung cấp thông tin về họ tên, lớp, ngành học, niên khóa, mã số sinh viên, số điện thoại, email, số tín chỉ tích lũy, điểm trung bình tích lũy, xếp loại rèn luyện và thông tin về việc đã được khen thưởng năm trước.",0.61029756,QD_1117,KH_508
Điểm học tập của sinh viên Hồ Thu Cẩm là bao nhiêu?,Điểm học tập của sinh viên Hồ Thu Cẩm là 3.90.,Sinh viên ôn tập theo tài liệu đã được cung cấp và có thể tham khảo thêm tại Thư viện.,0.5043972,QD_1117,TB_937
Xếp loại học tập của sinh viên Lê Lắm là gì?,Xếp loại học tập của sinh viên Lê Lắm là Xuất sắc.,Sinh viên cần kiểm tra danh sách môn học tổ chức đăng ký trong học kỳ và liên hệ với Giáo viên chủ nhiệm/Cố vấn học tập để được tư vấn kế hoạch học tập phù hợp.,0.56991774,QD_1117,TB_196
Mã số sinh viên của Nguyệt là gì?,Mã số sinh viên của Nguyệt là 23101007.,"Bà Đinh Thị Ánh Nguyệt là Nhân viên Phòng Tổng hợp, thành viên nhóm 2.",0.4937842,QD_1117,QD_196
Điểm học tập thấp nhất của các sinh viên được khen thưởng là bao nhiêu?,Điểm học tập thấp nhất của các sinh viên được khen thưởng là 3.22.,Sinh viên sẽ bị ghi nhận và trừ điểm rèn luyện theo Quy định đánh giá kết quả rèn luyện sinh viên.,0.5492999,QD_1117,TB_615
Có những sinh viên nào được xếp loại học tập Giỏi?,"Có 5 sinh viên được xếp loại Giỏi: Tuyến (23101012), Long (23101005), Lý (23101028), Thị (23101015), Cường (23101029).","Đối tượng tham gia bao gồm: nghiên cứu sinh, học viên cao học, sinh viên xét và được công nhận tốt nghiệp đợt 1 năm 2023; học viên cao học, sinh viên tốt nghiệp các đợt trước năm 2023 nhưng chưa tham dự các lễ tốt nghiệp trước đó.",0.634283,QD_1117,KH_386
Quyết định khen thưởng này có hiệu lực từ khi nào?,Quyết định này có hiệu lực kể từ ngày ký.,Quyết định này có hiệu lực kể từ ngày ký.,0.6303592,QD_1117,QD_978
Những đơn vị và cá nhân nào chịu trách nhiệm thi hành Quyết định 1117/QD-ĐHBD?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Văn phòng Đoàn - Hội, 11 sinh viên có tên tại Điều 1 và các đơn vị, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này.",Việc công nhận Hội đồng trường được căn cứ vào Nghị quyết số 02/NQ-ĐHBD-HĐNĐT ngày 23 tháng 11 năm 2020 của Hội nghị Nhà đầu tư. Việc bổ nhiệm chức vụ Hiệu trưởng và nhiệm kỳ 2020-2025 được căn cứ vào Nghị quyết số 03/QĐ-ĐHBD-HĐNĐT ngày 30 tháng 11 năm 2020 của Hội đồng trường.,0.627774,QD_1117,QD_1845
Hình thức khen thưởng dành cho các sinh viên là gì?,Hình thức khen thưởng là Giấy khen.,"Gồm khen thưởng thường xuyên, khen thưởng chuyên đề, khen thưởng đột xuất, khen thưởng quá trình cống hiến và khen thưởng đối ngoại.",0.7035668,QD_1117,QD_360
Quyết định số 16/QD-ĐHBD ngày 24 tháng 4 năm 2025 về vấn đề gì?,Quyết định số 16/QD-ĐHBD ngày 24 tháng 4 năm 2025 về việc tuyển dụng nhân sự làm việc tại Trường Đại học Bình Dương.,Quyết định số 1414/QĐ-ĐHBD được ban hành ngày 18 tháng 07 năm 2024.,0.7095785,QD_16,QD_1414
Ai là người được tuyển dụng theo Quyết định 16/QD-ĐHBD?,Bà Lee Jee Sun là người được tuyển dụng theo Quyết định 16/QD-ĐHBD.,Quyết định số 16/QD-ĐHBD ngày 24 tháng 4 năm 2025 về việc tuyển dụng nhân sự làm việc tại Trường Đại học Bình Dương.,0.7098522,QD_16,QD_16
Ngày sinh của Bà Lee Jee Sun là khi nào?,Ngày sinh của Bà Lee Jee Sun là 13 tháng 5 năm 1975.,Chuyên môn của Bà Lee Jee Sun là Tiến sĩ Ngữ văn.,0.6309963,QD_16,QD_16
Chuyên môn của Bà Lee Jee Sun là gì?,Chuyên môn của Bà Lee Jee Sun là Tiến sĩ Ngữ văn.,Bà Lee Jee Sun được bố trí làm Giảng viên cơ hữu tại Trường Đại học Bình Dương.,0.6594412,QD_16,QD_16
Bà Lee Jee Sun được bố trí làm việc tại vị trí nào?,Bà Lee Jee Sun được bố trí làm Giảng viên cơ hữu tại Trường Đại học Bình Dương.,Bà Lee Jee Sun là người được tuyển dụng theo Quyết định 16/QD-ĐHBD.,0.7398722,QD_16,QD_16
Bà Lee Jee Sun có trách nhiệm gì trong việc ký hợp đồng?,"Bà Lee Jee Sun có trách nhiệm liên hệ Phòng Tổng hợp, Trường Đại học Bình Dương để được hướng dẫn ký hợp đồng.",Phòng Tổng hợp có trách nhiệm kiểm tra hồ sơ nhân sự trước khi ký hợp đồng đối với Bà Lee Jee Sun.,0.701665,QD_16,QD_16
Thời hạn để Bà Lee Jee Sun ký hợp đồng là bao lâu?,Nếu quá 15 ngày làm việc kể từ ngày ký Quyết định này mà Bà Lee Jee Sun không đến ký hợp đồng thì việc tuyển dụng này được hủy bỏ.,"Bà Lee Jee Sun có trách nhiệm liên hệ Phòng Tổng hợp, Trường Đại học Bình Dương để được hướng dẫn ký hợp đồng.",0.62118375,QD_16,QD_16
Đơn vị nào có trách nhiệm kiểm tra hồ sơ nhân sự trước khi ký hợp đồng?,Phòng Tổng hợp có trách nhiệm kiểm tra hồ sơ nhân sự trước khi ký hợp đồng đối với Bà Lee Jee Sun.,"Các đơn vị cần chủ động rà soát, điều chỉnh địa danh trên mẫu văn bản cho phù hợp với quy định mới.",0.64615506,QD_16,TB_802
Quyết định số 16/QD-ĐHBD có hiệu lực từ khi nào?,Quyết định số 16/QD-ĐHBD có hiệu lực kể từ ngày ký.,"Quyết định số 1429/QĐ-ĐHBD có hiệu lực thi hành kể từ ngày ký, tức ngày 17/6/2025.",0.71940917,QD_16,QD_1429
Những đơn vị và cá nhân nào chịu trách nhiệm thi hành Quyết định 16/QD-ĐHBD?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Trưởng các đơn vị liên quan và nhân sự có tên tại Điều 1 chịu trách nhiệm thi hành Quyết định này.",Quyết định số 16/QD-ĐHBD có hiệu lực kể từ ngày ký.,0.644948,QD_16,QD_16
Quyết định số 1936/QD-ĐHBD quy định về vấn đề gì?,"Quyết định số 1936/QD-ĐHBD quy định về mức thu học phí, lệ phí năm học 2025-2026 cho các trình độ đào tạo đại học.","Dựa trên các quyết định như số 791/TTg, 1420/QĐ-TTg, Thông tư 09/2022, Nghị quyết 02/NQ-HNNĐT, và Quyết định số 319/QĐ-ĐHBD.",0.6576677,QD_1936,QD_101
Quyết định này áp dụng cho những đối tượng sinh viên nào?,"Quy định này áp dụng đối với trình độ đại học chính quy, đại học cho người đã có bằng tốt nghiệp, liên thông, và đại học vừa làm vừa học, cho khóa tuyển sinh năm 2020 trở về trước.",Thực hiện thu bảo hiểm y tế bắt buộc đối với sinh viên Trường Đại học Bình Dương năm học 2023–2024 theo quy định pháp luật.,0.5195362,QD_1936,TB_653
"Học phí có bao gồm chi phí vật tư, vật phẩm thực hành hay đi thực tế không?","Học phí không bao gồm chi phí tiêu hao vật tư vật phẩm phục vụ thi chi phí phát sinh; trước khi bắt đầu tổ chức giảng dạy, nhà trường sẽ thông báo mức phụ thu chi tiết từng học phần.","Học phí không bao gồm chi phí vật tư, vật phẩm thực hành, đi thực tế. Mức học phí tăng 1.5% mỗi năm. Sĩ số lớp tối thiểu 30 sinh viên, nếu dưới 20 (trừ môn GDQP, thể chất, ngoại ngữ) thì chuyển lớp.",0.6214809,QD_1936,QD_1937
Mức học phí sẽ tăng bao nhiêu phần trăm mỗi năm?,Học phí sẽ tăng 1.5% mỗi năm (tức mỗi học kỳ).,"Đơn vị chức năng cần chủ động xây dựng mức thu học phí hàng năm theo kế hoạch đào tạo năm học; thực hiện thu học phí, lệ phí và báo cáo theo quy định hiện hành.",0.43041945,QD_1936,QD_1939
"Mức học phí cho các lớp phụ đạo, học lại, hoặc học cải thiện tăng bao nhiêu phần trăm?","Mức học phí cho các lớp phụ đạo ngoài kế hoạch đào tạo học kỳ, lớp đặc biệt, áp dụng hệ số 2.0 (hai chấm không).","Học phí cho các học phần học lại hoặc học cải thiện (đối với học phần đại cương, cơ sở ngành, chuyên ngành) sẽ được áp dụng hệ số 1.5 so với mức học phí thông thường.",0.7116367,QD_1936,QD_2882
Sĩ số tối thiểu để mở một lớp học phần lý thuyết là bao nhiêu sinh viên?,Sĩ số tối thiểu để mở một lớp học phần lý thuyết là 30 sinh viên trở lên.,"Có thể. Nếu số lượng sinh viên đủ lớn và đề xuất được thông qua, trường có thể mở lớp phụ đạo/học phần đặc biệt có tính học phí và phân công chính thức cho giảng viên.",0.59160185,QD_1936,BDU_296
Nếu lớp học có sĩ số dưới 20 sinh viên thì sao?,"Nếu lớp học có sĩ số dưới 20 sinh viên thì các lớp học phần tối thiểu 20 sinh viên trở lên sẽ được chuyển sang lớp khác (không bao gồm Giáo dục quốc phòng, thể chất, ngoại ngữ).",Số lượng lớp mở là 01 lớp (từ 20 đến 30 học viên).,0.68721676,QD_1936,TB_409
Mức học phí cho học phần đại cương có lý thuyết ngành Dược học là bao nhiêu đồng/tín chỉ?,"Mức học phí cho học phần đại cương có lý thuyết ngành Dược học là 644,000 đồng/tín chỉ tại Bình Dương và Cà Mau.","Mức học phí cho học phần đại cương có lý thuyết ngành Dược học hệ văn bằng 2 tại Cơ sở chính là 772,000 đồng/tín chỉ.",0.7355528,QD_1936,QD_1937
Mức học phí cao nhất cho ngành Dược học (lý thuyết và thực hành) là bao nhiêu?,"Mức học phí cao nhất cho ngành Dược học là 1,412,000 đồng/tín chỉ cho Mức 6 (học phần cơ sở ngành, chuyên ngành có lý thuyết và thực hành).","Mức học phí cho học phần đại cương có lý thuyết ngành Dược học hệ văn bằng 2 tại Cơ sở chính là 772,000 đồng/tín chỉ.",0.6488548,QD_1936,QD_1937
Mức học phí cho học phần đại cương có lý thuyết ngành Công nghệ kỹ thuật ô tô là bao nhiêu?,"Mức học phí cho học phần đại cương có lý thuyết ngành Công nghệ kỹ thuật ô tô là 644,000 đồng/tín chỉ.","Mức học phí cho Mức 2 (học phần đại cương, cơ sở ngành, chuyên ngành có lý thuyết và thực hành) của ngành Công nghệ kỹ thuật ô tô cho tuyển sinh từ 01/9/2025 tại Bình Dương là 945,000 đồng/tín chỉ.",0.6157168,QD_1936,QD_1937
"Mức học phí cho học phần cơ sở ngành, chuyên ngành có lý thuyết và thực hành (Mức 3) của ngành Quản trị kinh doanh tại Bình Dương là bao nhiêu?","Mức học phí cho Mức 3 (học phần đại cương, cơ sở ngành, chuyên ngành có lý thuyết và thực hành) của ngành Quản trị kinh doanh tại Bình Dương là 743,000 đồng/tín chỉ.","Thông báo số 173/TB-ĐHBD về việc thu học phí đợt 1 đào tạo trình độ thạc sĩ ngành Quản trị kinh doanh, Tài chính – Ngân hàng, Quản lý kinh tế tại Phân hiệu Trường Đại học Bình Dương tại Cà Mau học kỳ 3 năm học 2024-2025.",0.689978,QD_1936,TB_173
Lệ phí hoàn thi và thi bổ sung trình độ đào tạo đại học là bao nhiêu?,"Lệ phí hoàn thi và thi bổ sung trình độ đào tạo đại học là 500,000 đồng/học phần.","Ưu đãi học phí không áp dụng đối với các khoản lệ phí phát sinh khác trong quá trình học tập như: lệ phí nhập học, lệ phí tốt nghiệp.",0.6242416,QD_1936,QD_1104
Lệ phí in bảng điểm trình độ đào tạo đại học là bao nhiêu?,"Lệ phí in bảng điểm trình độ đào tạo đại học là 10,000 đồng/học kỳ.","Các khoản dự trù cho hoạt động đào tạo cần bao gồm số môn học, tên môn học, tên giảng viên, học hàm - học vị, khóa lớp, số lượng sinh viên, số tiết và các hệ số khác nếu có.",0.6327334,QD_1936,TB_972
Lệ phí nhận bằng tốt nghiệp các trình độ là bao nhiêu?,"Lệ phí nhận bằng tốt nghiệp trình độ trung cấp, cao đẳng, đại học, thạc sĩ, tiến sĩ là 1,000,000 đồng/sinh viên.","Sinh viên đủ điều kiện công nhận tốt nghiệp được Nhà trường cấp Bằng tốt nghiệp, bản sao Bằng tốt nghiệp, bảng điểm tốt nghiệp toàn khóa và các giấy tờ liên quan khác.",0.5970015,QD_1936,BDU_113
"Lệ phí cấp lại Phụ lục văn bằng trình độ đại học, thạc sĩ, tiến sĩ là bao nhiêu?","Lệ phí cấp lại Phụ lục văn bằng trình độ đại học, thạc sĩ, tiến sĩ là 500,000 đồng/lần.","Quy định này quy định về việc công nhận chuẩn đầu vào, chuẩn đầu ra trình độ ngoại ngữ của các chương trình đào tạo trình độ đại học, thạc sĩ, tiến sĩ tại Trường Đại học Bình Dương. Đối tượng áp dụng bao gồm: Sinh viên trình độ đại học (chính quy và vừa học vừa làm); Học viên trình độ thạc sĩ; Nghiên cứu sinh trình độ tiến sĩ.",0.72131246,QD_1936,QD_2882
Lệ phí nhập học trình độ đại học chính quy là bao nhiêu?,"Lệ phí nhập học trình độ đại học chính quy là 2,000,000 đồng/sinh viên.","Có, người học nộp học phí theo quy định hiện hành.",0.60646373,QD_1936,TB_902
Lệ phí thi lại học phần Giáo dục quốc phòng và An ninh là bao nhiêu?,"Lệ phí thi lại học phần Giáo dục quốc phòng và An ninh là 500,000 đồng/môn.","Học phí cho các học phần học lại hoặc học cải thiện (đối với học phần đại cương, cơ sở ngành, chuyên ngành) sẽ được áp dụng hệ số 1.5 so với mức học phí thông thường.",0.6173799,QD_1936,QD_2882
